Date,Area Planted,Area Harvested,Yield,Beginning Stocks,Production,Imports,Total Supply,Crushings,Exports,Seed,Residual,Total Use,Ending Stocks,World BeginningStocks,World Production,World Imports,World DomesticCrush,World DomesticTotal,World Exports,World EndingStocks,United States BeginningStocks,United States Production,United States Imports,United States DomesticCrush,United States DomesticTotal,United States Exports,United States EndingStocks,Argentina BeginningStocks,Argentina Production,Argentina Imports,Argentina DomesticCrush,Argentina DomesticTotal,Argentina Exports,Argentina EndingStocks,Brazil BeginningStocks,Brazil Production,Brazil Imports,Brazil DomesticCrush,Brazil DomesticTotal,Brazil Exports,Brazil EndingStocks,China BeginningStocks,China Production,China Imports,China DomesticCrush,China DomesticTotal,China Exports,China EndingStocks,Japan BeginningStocks,Japan Production,Japan Imports,Japan DomesticCrush,Japan DomesticTotal,Japan Exports,Japan EndingStocks,Mexico BeginningStocks,Mexico Production,Mexico Imports,Mexico DomesticCrush,Mexico DomesticTotal,Mexico Exports,Mexico EndingStocks,European Union BeginningStocks,European Union Production,European Union Imports,European Union DomesticCrush,European Union DomesticTotal,European Union Exports,European Union EndingStocks
2009/03/11,75.7,74.6,39.6,205.0,2959.0,9.0,3173.0,1640.0,1185.0,90.0,73.0,2988.0,185.0,53.19,223.27,74.03,195.34,225.74,74.81,49.95,5.58,80.54,0.25,44.63,49.08,32.25,5.03,21.77,43.00,1.90,33.72,35.30,11.70,19.67,19.18,57.00,0.05,31.20,34.21,24.90,17.12,4.25,16.80,36.00,40.60,51.00,0.45,5.59,0.29,0.23,4.00,2.84,4.26,0.00,0.26,0.03,0.16,3.40,3.52,3.55,0.00,0.04,0.82,0.75,13.55,13.05,14.28,0.03,0.81
2009/04/09,75.7,74.6,39.6,205.0,2959.0,12.0,3176.0,1635.0,1210.0,94.0,73.0,3011.0,165.0,53.09,218.76,73.47,195.09,225.40,74.08,45.84,5.58,80.54,0.33,44.50,49.03,32.93,4.48,21.76,39.00,1.75,33.72,35.31,10.10,17.10,19.07,57.00,0.05,31.65,34.58,25.14,16.40,4.25,16.80,36.00,40.60,51.00,0.45,5.59,0.29,0.23,4.00,2.84,4.26,0.00,0.26,0.03,0.16,3.40,3.52,3.55,0.00,0.04,0.82,0.75,13.05,12.75,13.98,0.03,0.61
2009/05/12,75.7,74.6,39.6,205.0,2959.0,12.0,3176.0,1640.0,1240.0,94.0,73.0,3046.0,130.0,53.09,212.79,72.34,192.76,222.49,73.18,42.55,5.58,80.54,0.33,44.63,49.17,33.75,3.53,21.76,34.00,1.00,32.00,33.36,7.40,16.00,19.07,57.00,0.05,32.00,34.97,26.25,14.90,4.25,16.00,37.50,40.60,50.95,0.45,6.34,0.27,0.23,3.65,2.58,3.97,0.00,0.18,0.02,0.16,3.45,3.57,3.60,0.00,0.03,0.81,0.65,13.05,12.75,13.98,0.03,0.51
2009/06/10,75.7,74.6,39.6,205.0,2959.0,12.0,3176.0,1650.0,1250.0,94.0,73.0,3066.0,110.0,52.92,210.91,72.35,192.30,221.77,72.56,41.85,5.58,80.54,0.33,44.91,49.44,34.02,2.99,21.76,32.00,1.00,32.00,33.36,5.40,16.00,18.90,57.00,0.05,31.80,34.77,27.24,13.94,4.25,16.00,38.80,41.04,51.34,0.45,7.26,0.27,0.23,3.45,2.54,3.85,0.00,0.10,0.02,0.16,3.10,3.22,3.25,0.00,0.03,0.81,0.65,12.80,12.50,13.73,0.03,0.51
2009/07/10,75.7,74.6,39.6,205.0,2959.0,15.0,3179.0,1655.0,1260.0,95.0,59.0,3070.0,110.0,52.92,210.62,73.21,192.84,221.95,73.77,41.04,5.58,80.54,0.41,45.04,49.25,34.29,2.98,21.76,32.00,1.60,32.80,34.16,5.97,15.24,18.90,57.00,0.05,31.80,34.77,27.50,13.68,4.25,16.00,39.10,41.04,51.34,0.50,7.51,0.27,0.23,3.45,2.54,3.85,0.00,0.10,0.02,0.16,3.10,3.22,3.25,0.00,0.03,0.81,0.65,12.80,12.50,13.73,0.03,0.51
2009/08/12,75.7,74.6,39.6,205.0,2959.0,15.0,3179.0,1660.0,1265.0,96.0,48.0,3069.0,110.0,52.92,210.62,73.39,192.80,221.62,74.31,41.00,5.58,80.54,0.41,45.18,49.09,34.43,3.00,21.76,32.00,1.60,32.80,34.16,5.97,15.24,18.90,57.00,0.05,31.80,34.77,27.80,13.38,4.25,16.00,39.10,41.04,51.34,0.50,7.51,0.27,0.23,3.45,2.54,3.85,0.00,0.10,0.02,0.16,3.10,3.22,3.25,0.00,0.03,0.81,0.65,12.80,12.50,13.73,0.03,0.51
2009/09/11,75.7,74.6,39.6,205.0,2959.0,15.0,3179.0,1660.0,1280.0,96.0,33.0,3069.0,110.0,52.91,210.72,74.35,193.01,221.43,76.32,40.22,5.58,80.54,0.41,45.18,48.68,34.84,3.00,21.76,32.00,1.60,32.80,34.16,5.97,15.24,18.90,57.00,0.05,31.80,34.77,29.35,11.83,4.25,16.00,39.80,41.04,51.34,0.47,8.24,0.27,0.23,3.45,2.54,3.85,0.00,0.10,0.02,0.16,3.10,3.22,3.25,0.00,0.03,0.81,0.65,12.80,12.50,13.73,0.03,0.51
2009/10/09,75.7,74.7,39.7,205.0,2967.0,15.0,3187.0,1662.0,1280.0,95.0,11.0,3049.0,138.0,52.91,210.64,75.24,191.98,219.80,76.93,42.05,5.58,80.75,0.41,45.23,48.14,34.84,3.76,21.76,32.00,1.29,31.73,33.09,5.89,16.08,18.90,57.00,0.05,31.40,34.37,29.99,11.60,4.25,15.50,40.70,41.04,51.34,0.42,8.69,0.27,0.23,3.45,2.54,3.85,0.00,0.10,0.02,0.16,3.10,3.22,3.25,0.00,0.03,0.81,0.65,13.00,12.70,13.93,0.03,0.51
2009/11/10,75.7,74.7,39.7,205.0,2967.0,13.0,3185.0,1662.0,1283.0,95.0,6.0,3047.0,138.0,52.91,210.84,75.92,192.62,220.43,76.85,42.39,5.58,80.75,0.36,45.23,48.00,34.93,3.76,21.76,32.00,1.29,31.91,33.27,5.75,16.03,18.90,57.00,0.05,31.40,34.30,29.99,11.67,4.25,15.50,41.10,41.04,51.44,0.40,9.01,0.27,0.23,3.40,2.50,3.80,0.00,0.09,0.02,0.16,3.10,3.22,3.25,0.00,0.03,0.81,0.65,13.00,12.83,14.06,0.02,0.39
2009/12/10,75.7,74.7,39.7,205.0,2967.0,13.0,3185.0,1662.0,1283.0,95.0,6.0,3047.0,138.0,52.91,210.87,75.97,192.63,220.45,76.89,42.41,5.58,80.75,0.36,45.23,48.00,34.93,3.76,21.76,32.00,1.29,31.91,33.27,5.75,16.03,18.90,57.00,0.05,31.40,34.30,29.99,11.67,4.25,15.50,41.10,41.04,51.44,0.40,9.01,0.27,0.23,3.40,2.50,3.80,0.00,0.09,0.02,0.16,3.10,3.22,3.25,0.00,0.03,0.81,0.64,13.00,12.83,14.06,0.02,0.38
2010/01/12,75.7,74.7,39.7,205.0,2967.0,13.0,3185.0,1662.0,1283.0,95.0,6.0,3047.0,138.0,52.95,210.86,76.47,192.88,220.67,76.73,42.87,5.58,80.75,0.36,45.23,48.00,34.93,3.76,21.76,32.00,1.29,31.91,33.27,5.59,16.19,18.90,57.00,0.05,31.40,34.30,29.99,11.67,4.25,15.50,41.10,41.04,51.44,0.40,9.01,0.27,0.23,3.40,2.50,3.80,0.00,0.09,0.06,0.15,3.33,3.47,3.50,0.00,0.04,0.81,0.64,13.30,12.83,14.06,0.02,0.68
2010/02/09,75.7,74.7,39.7,205.0,2967.0,13.0,3185.0,1662.0,1283.0,95.0,6.0,3047.0,138.0,52.95,210.86,77.17,194.55,222.55,76.79,41.64,5.58,80.75,0.36,45.23,48.00,34.93,3.76,21.76,32.00,1.29,31.91,33.27,5.59,16.19,18.90,57.00,0.04,32.51,35.41,29.99,10.55,4.25,15.50,41.10,41.04,51.44,0.40,9.01,0.27,0.23,3.40,2.50,3.80,0.00,0.09,0.06,0.15,3.33,3.47,3.50,0.00,0.04,0.81,0.64,13.21,12.86,14.09,0.02,0.56
2010/03/10,75.7,74.7,39.7,205.0,2967.0,13.0,3185.0,1662.0,1283.0,90.0,12.0,3047.0,138.0,52.96,210.90,77.20,193.90,222.09,76.94,42.02,5.58,80.75,0.36,45.23,48.00,34.93,3.76,21.76,32.00,1.29,31.26,32.84,5.59,16.61,18.90,57.00,0.04,32.51,35.41,29.99,10.55,4.25,15.54,41.10,41.04,51.44,0.40,9.05,0.27,0.23,3.40,2.50,3.80,0.00,0.09,0.06,0.15,3.33,3.47,3.50,0.00,0.04,0.81,0.64,13.21,12.86,14.09,0.02,0.56
2010/04/09,75.7,74.7,39.7,205.0,2967.0,13.0,3185.0,1662.0,1283.0,90.0,12.0,3047.0,138.0,52.96,211.77,77.20,193.90,222.16,76.94,42.82,5.58,80.75,0.36,45.23,48.00,34.93,3.76,21.76,32.00,1.29,31.26,32.84,5.59,16.61,18.90,57.80,0.04,32.51,35.41,29.99,11.35,4.25,15.54,41.10,41.04,51.44,0.40,9.05,0.27,0.23,3.40,2.50,3.80,0.00,0.09,0.06,0.15,3.33,3.47,3.50,0.00,0.04,0.81,0.64,13.21,12.86,14.09,0.02,0.56
